abnormality|body|height	HP:0000002
abnormal|sex|determination	HP:0012244
sex|reversal	HP:0012245
oculomotor|nerve|palsy	HP:0012246
specific|anosmia	HP:0012247
prolonged|pr|interval	HP:0012248
abnormal|st|segment	HP:0012249
st|segment|depression	HP:0012250
st|segment|elevation	HP:0012251
abnormal|respiratory|system|morphology	HP:0012252
abnormal|respiratory|epithelium|morphology	HP:0012253
ewing's|sarcoma	HP:0012254
dynein|arm|defect|motile|cilia	HP:0012255
absent|outer|dynein|arms	HP:0012256
absent|dynein|arms	HP:0012257
abnormal|axonemal|organization|motile|cilia	HP:0012258
absent|outer|dynein|arms	HP:0012259
abnormal|central|microtubular|pair|morphology|motile|cilia	HP:0012260
abnormal|respiratory|motile|cilium|physiology	HP:0012261
abnormal|ciliary|motility	HP:0012262
immotile|cilia	HP:0012263
absent|central|microtubular|pair|morphology|motile|cilia	HP:0012264
ciliary|dyskinesia	HP:0012265
t-wave|alternans	HP:0012266
absent|ciliary|axoneme|radial|spokes	HP:0012267
myxoid|liposarcoma	HP:0012268
abnormal|muscle|glycogen|content	HP:0012269
decreased|muscle|glycogen|content	HP:0012270
episodic|upper|airway|obstruction	HP:0012271
wave	HP:0012272
increased|carotid|artery|intimal|medial|thickness	HP:0012273
digital|flexor|tenosynovitis	HP:0012276
hypoglycinemia	HP:0012277
abnormality|serine|metabolism	HP:0012278
hyposerinemia	HP:0012279
hepatic|amyloidosis	HP:0012280
chylous|ascites	HP:0012281
morbilliform|rash	HP:0012282
small|distal|femoral|epiphysis	HP:0012283
small|proximal|tibial|epiphyses	HP:0012284
abnormal|hypothalamus|physiology	HP:0012285
abnormal|hypothalamus|morphology	HP:0012286
hypothalamic|luteinizing|hormone-releasing|hormone|deficiency	HP:0012287
neoplasm|head|neck	HP:0012288
facial|neoplasm	HP:0012289
mouth|neoplasm	HP:0012290
tracheal|neoplasm	HP:0012291
fusion|gums	HP:0012292
abnormal|genital|pigmentation	HP:0012293
abnormality|occipital|bone	HP:0012294
slender|middle|phalanx|finger	HP:0012295
slender|distal|phalanx|finger	HP:0012296
slender|proximal|phalanx|finger	HP:0012297
long|middle|phalanx|finger	HP:0012298
long|distal|phalanx|finger	HP:0012299
ureteral|agenesis	HP:0012300
type|ii|transferrin|isoform|profile	HP:0012301
herpes|simplex|encephalitis	HP:0012302
abnormality|aortic|arch	HP:0012303
hypoplastic|aortic|arch	HP:0012304
coarctation|descending|aortic|arch	HP:0012305
abnormal|rib|ossification	HP:0012306
spatulate|ribs	HP:0012307
decreased|serum|complement|c9	HP:0012308
cutaneous|amyloidosis	HP:0012309
abnormal|monocyte|count	HP:0012310
monocytosis	HP:0012311
monocytopenia	HP:0012312
heberden's|node	HP:0012313
bouchard's|node	HP:0012314
histiocytoma	HP:0012315
fibrous|tissue|neoplasm	HP:0012316
sacroiliac|arthritis	HP:0012317
occipital|neuralgia	HP:0012318
absent|pigmentation|abdomen	HP:0012319
absent|pigmentation|limbs	HP:0012320
d-2-hydroxyglutaric|aciduria	HP:0012321
perifolliculitis	HP:0012322
sleep|myoclonus	HP:0012323
myeloid|leukemia	HP:0012324
chronic|myelomonocytic|leukemia	HP:0012325
abnormality|celiac|artery	HP:0012326
celiac|artery|compression	HP:0012327
cementoma	HP:0012328
tufted|angioma	HP:0012329
pyelonephritis	HP:0012330
abnormal|autonomic|nervous|system|morphology	HP:0012331
abnormal|autonomic|nervous|system|physiology	HP:0012332
abnormal|sudomotor|regulation	HP:0012333
extrahepatic|cholestasis	HP:0012334
abnormality|folate|metabolism	HP:0012335
reduced|cerebrospinal|fluid|5-methyltetrahydrofolate|concentration	HP:0012336
abnormal|homeostasis	HP:0012337
abnormal|energy|expenditure	HP:0012338
increased|resting|energy|expenditure	HP:0012339
decreased|resting|energy|expenditure	HP:0012340
microprolactinoma	HP:0012341
macroprolactinoma	HP:0012342
decreased|serum|ferritin	HP:0012343
morphea	HP:0012344
abnormal|glycosylation	HP:0012345
abnormal|protein|glycosylation	HP:0012346
abnormal|protein|n-linked|glycosylation	HP:0012347
decreased|galactosylation|n-linked|protein|glycosylation	HP:0012348
abnormal|sialylation|n-linked|protein|glycosylation	HP:0012349
decreased|sialylation|n-linked|protein|glycosylation	HP:0012350
increased|sialylation|n-linked|protein|glycosylation	HP:0012351
abnormal|fucosylation|protein|n-linked|glycosylation	HP:0012352
decreased|fucosylation|n-linked|protein|glycosylation	HP:0012353
increased|fucosylation|n-linked|protein|glycosylation	HP:0012354
abnormal|mannosylation|n-linked|protein|glycosylation	HP:0012355
decreased|mannosylation|n-linked|protein|glycosylation	HP:0012356
increased|mannosylation|n-linked|protein|glycosylation	HP:0012357
abnormal|protein|o-linked|glycosylation	HP:0012358
abnormal|fucosylation|o-linked|protein|glycosylation	HP:0012359
decreased|fucosylation|o-linked|protein|glycosylation	HP:0012360
increased|fucosylation|o-linked|protein|glycosylation	HP:0012361
abnormal|sialylation|o-linked|protein|glycosylation	HP:0012362
decreased|sialylation|o-linked|protein|glycosylation	HP:0012363
decreased|urinary|potassium	HP:0012364
hypophosphaturia	HP:0012365
basilar|invagination	HP:0012366
extra|fontanelles	HP:0012367
flat|face	HP:0012368
malar|anomaly	HP:0012369
cheekbone|prominence	HP:0012370
midface|prominence	HP:0012371
abnormal|eye|morphology	HP:0012372
abnormal|eye|physiology	HP:0012373
abnormality|globe	HP:0012374
chemosis	HP:0012375
microphakia	HP:0012376
hemianopsia	HP:0012377
fatigue	HP:0012378
abnormal|enzyme/coenzyme|activity	HP:0012379
reduced|carnitine|o-palmitoyltransferase|activity	HP:0012380
delayed|self-feeding|toddler|years	HP:0012381
left-to-right|shunt	HP:0012382
bidirectional|shunt	HP:0012383
rhinitis	HP:0012384
camptodactyly	HP:0012385
absent|hallux	HP:0012386
bronchitis	HP:0012387
acute|bronchitis	HP:0012388
appendicular|hypotonia	HP:0012389
anal|fissure	HP:0012390
hyporeflexia|upper|limbs	HP:0012391
jaw|hyporeflexia	HP:0012392
allergy	HP:0012393
iodine|contrast|allergy	HP:0012394
seasonal|allergy	HP:0012395
biliary|dyskinesia	HP:0012396
aortic|atherosclerosis	HP:0012397
peripheral|edema	HP:0012398
pressure|ulcer	HP:0012399
abnormal|aldolase|level	HP:0012400
abnormal|urine|alpha-ketoglutarate|concentration	HP:0012401
increased|urine|alpha-ketoglutarate|concentration	HP:0012402
decreased|urine|alpha-ketoglutarate|concentration	HP:0012403
abnormal|urine|citrate|concentration	HP:0012404
hypocitraturia	HP:0012405
hypercitraturia	HP:0012406
scissor|gait	HP:0012407
medullary|nephrocalcinosis	HP:0012408
cortical|nephrocalcinosis	HP:0012409
pure|red|cell|aplasia	HP:0012410
premature|pubarche	HP:0012411
premature|adrenarche	HP:0012412
notched|primary|central|incisor	HP:0012413
duodenal|atrophy	HP:0012414
abnormal|blood|gas|level	HP:0012415
hypercapnia	HP:0012416
hypocapnia	HP:0012417
hypoxemia	HP:0012418
hyperoxemia	HP:0012419
meconium|stained|amniotic|fluid	HP:0012420
congenital|absence|foreskin	HP:0012421
villous|hypertrophy|choroid|plexus	HP:0012422
colonic|inertia	HP:0012423
chorioretinitis	HP:0012424
stercoral|ulcer	HP:0012425
optic|disc|drusen	HP:0012426
excessive|femoral|anteversion	HP:0012427
prominent|calcaneus	HP:0012428
aplasia/hypoplasia|cerebral|white|matter	HP:0012429
cerebral|white|matter|hypoplasia	HP:0012430
episodic|fatigue	HP:0012431
chronic|fatigue	HP:0012432
abnormal|social|behavior	HP:0012433
delayed|social|development	HP:0012434
ventral|shortening|foreskin	HP:0012435
nonocclusive|coronary|artery|disease	HP:0012436
abnormal|gallbladder|morphology	HP:0012437
abnormal|gallbladder|physiology	HP:0012438
abnormal|biliary|tract|physiology	HP:0012439
abnormal|biliary|tract|morphology	HP:0012440
sphincter|oddi|dyskinesia	HP:0012441
gallbladder|dyskinesia	HP:0012442
abnormality|brain|morphology	HP:0012443
brain|atrophy	HP:0012444
low|csf|5-methyltetrahydrofolate	HP:0012446
abnormal|myelination	HP:0012447
delayed|myelination	HP:0012448
sacroiliac|joint|synovitis	HP:0012449
chronic|constipation	HP:0012450
acute|constipation	HP:0012451
restless|legs	HP:0012452
bilateral|wrist|flexion|contracture	HP:0012453
unilateral|wrist|flexion|contracture	HP:0012454
large|artery|calcification	HP:0012455
medial|arterial|calcification	HP:0012456
medial|calcification|medium-sized|arteries	HP:0012457
medial|calcification|small|arteries	HP:0012458
hypnic|headache	HP:0012459
dysmorphic|inferior|cerebellar|vermis	HP:0012460
bacteriuria	HP:0012461
chin|myoclonus	HP:0012462
elevated|transferrin|saturation	HP:0012463
decreased|transferrin|saturation	HP:0012464
elevated|hepatic|iron|concentration	HP:0012465
chronic|respiratory|acidosis	HP:0012466
acute|respiratory|acidosis	HP:0012467
chronic|acidosis	HP:0012468
infantile|spasms	HP:0012469
setting-sun|eye|phenomenon	HP:0012470
thick|vermilion|border	HP:0012471
eclabion	HP:0012472
tongue|atrophy	HP:0012473
carotid|artery|occlusion	HP:0012474
specific|antibody|deficiency	HP:0012475
specific|pneumococcal|antibody|deficiency	HP:0012476
vocal|tremor	HP:0012477
temporomandibular|joint|ankylosis	HP:0012478
temporomandibular|joint|crepitus	HP:0012479
abnormality|cerebral|veins	HP:0012480
cerebral|venous|angioma	HP:0012481
frontal|venous|angioma	HP:0012482
abnormal|alpha|granules	HP:0012483
abnormal|dense|granules	HP:0012484
abnormal|surface-connected|open|canalicular|system	HP:0012485
myelitis	HP:0012486
cerebellopontine|angle|arachnoid|cyst	HP:0012487
intraventricular|arachnoid|cyst	HP:0012488
suprasellar|arachnoid|cyst	HP:0012489
panniculitis	HP:0012490
abnormal|dense|tubular|system	HP:0012491
cerebral|artery|stenosis	HP:0012492
middle|cerebral|artery|stenosis	HP:0012493
anterior|cerebral|artery|stenosis	HP:0012494
posterior|cerebral|artery|stenosis	HP:0012495
reduced|maximal|inspiratory|pressure	HP:0012496
reduced|maximal|expiratory|pressure	HP:0012497
nuchal|cord	HP:0012498
descending|aortic|dissection	HP:0012499
verrucous|papule	HP:0012500
abnormality|brainstem|white|matter	HP:0012501
abnormality|internal|capsule	HP:0012502
abnormality|pituitary|gland	HP:0012503
abnormal|size|pituitary|gland	HP:0012504
enlarged|pituitary|gland	HP:0012505
small|pituitary|gland	HP:0012506
weakness|orbicularis|oculi|muscle	HP:0012507
metamorphopsia	HP:0012508
reduced|thyroxin-binding|globulin	HP:0012509
extra-axial|cerebrospinal|fluid|accumulation	HP:0012510
temporal|optic|disc|pallor	HP:0012511
diffuse|optic|disc|pallor	HP:0012512
upper|limb|pain	HP:0012513
lower|limb|pain	HP:0012514
hip|flexor|weakness	HP:0012515
tetralogy|fallot|pulmonary|atresia	HP:0012516
reduced|catalase|activity	HP:0012517
abnormality|circle|willis	HP:0012518
hypoplastic|posterior|communicating|artery	HP:0012519
perivascular|spaces	HP:0012520
optic|nerve|aplasia	HP:0012521
early|onset|sexual|maturation	HP:0100000
malignant|mesothelioma	HP:0100001
pleural|mesothelioma	HP:0100002
peritoneal|mesothelioma	HP:0100003
pericardial|mesothelioma	HP:0100004
testicular|mesothelioma	HP:0100005
neoplasm|central|nervous|system	HP:0100006
neoplasm|peripheral|nervous|system	HP:0100007
schwannoma	HP:0100008
intracranial|meningioma	HP:0100009
spinal|meningioma	HP:0100010
scleral|schwannoma	HP:0100011
neoplasm|eye	HP:0100012
neoplasm|breast	HP:0100013
epiretinal|membrane	HP:0100014
stahl|ear	HP:0100015
abnormality|mesentery	HP:0100016
capsular|cataract	HP:0100017
nuclear|cataract	HP:0100018
cortical|cataract	HP:0100019
posterior|capsular|cataract	HP:0100020
cerebral|palsy	HP:0100021
abnormality|movement	HP:0100022
recurrent|hand|flapping	HP:0100023
conspicuously|happy|disposition	HP:0100024
overfriendliness	HP:0100025
arteriovenous|malformation	HP:0100026
recurrent|pancreatitis	HP:0100027
ectopic|thyroid	HP:0100028
lingual|thyroid	HP:0100029
accessory|ectopic|thyroid|tissue	HP:0100030
neoplasm|thyroid|gland	HP:0100031
tics	HP:0100033
motor|tics	HP:0100034
phonic|tics	HP:0100035
pseudo-fractures	HP:0100036
abnormality|scalp|hair	HP:0100037
slow-growing|scalp|hair	HP:0100038
thickened|cortex|bones	HP:0100039
broad|2nd|toe	HP:0100040
broad|3rd|toe	HP:0100041
broad|4th|toe	HP:0100042
broad|5th|toe	HP:0100043
absent|epiphyses|2nd|toe	HP:0100044
bracket|epiphyses|2nd|toe	HP:0100045
cone-shaped|epiphyses|2nd|toe	HP:0100046
enlarged|epiphyses|2nd|toe	HP:0100047
fragmentation|epiphyses|2nd|toe	HP:0100048
irregular|epiphyses|2nd|toe	HP:0100049
ivory|epiphyses|2nd|toe	HP:0100050
pseudoepiphyses|2nd|toe	HP:0100051
small|epiphyses|2nd|toe	HP:0100052
stippling|epiphyses|2nd|toe	HP:0100053
triangular|epiphyses|2nd|toe	HP:0100054
absent|epiphyses|3rd|toe	HP:0100055
bracket|epiphyses|3rd|toe	HP:0100056
cone-shaped|epiphyses|3rd|toe	HP:0100057
enlarged|epiphyses|3rd|toe	HP:0100058
fragmentation|epiphyses|3rd|toe	HP:0100059
irregular|epiphyses|3rd|toe	HP:0100060
ivory|epiphyses|3rd|toe	HP:0100061
pseudoepiphyses|3rd|toe	HP:0100062
small|epiphyses|3rd|toe	HP:0100063
stippling|epiphyses|3rd|toe	HP:0100064
triangular|epiphyses|3rd|toe	HP:0100065
absent|epiphyses|4th|toe	HP:0100066
bracket|epiphyses|4th|toe	HP:0100067
cone-shaped|epiphyses|4th|toe	HP:0100068
enlarged|epiphyses|4th|toe	HP:0100069
fragmentation|epiphyses|4th|toe	HP:0100070
irregular|epiphyses|4th|toe	HP:0100071
ivory|epiphyses|4th|toe	HP:0100072
pseudoepiphyses|4th|toe	HP:0100073
small|epiphyses|4th|toe	HP:0100074
stippling|epiphyses|4th|toe	HP:0100075
triangular|epiphyses|4th|toe	HP:0100076
absent|epiphyses|5th|toe	HP:0100077
bracket|epiphyses|5th|toe	HP:0100078
cone-shaped|epiphyses|5th|toe	HP:0100079
enlarged|epiphyses|5th|toe	HP:0100080
fragmentation|epiphyses|5th|toe	HP:0100081
irregular|epiphyses|5th|toe	HP:0100082
ivory|epiphyses|5th|toe	HP:0100083
pseudoepiphyses|5th|toe	HP:0100084
small|epiphyses|5th|toe	HP:0100085
stippling|epiphyses|5th|toe	HP:0100086
triangular|epiphyses|5th|toe	HP:0100087
abnormality|epiphysis|distal|phalanx|2nd|toe	HP:0100088
abnormality|epiphysis|middle|phalanx|2nd|toe	HP:0100089
abnormality|epiphysis|proximal|phalanx|2nd|toe	HP:0100090
abnormality|epiphysis|distal|phalanx|3rd|toe	HP:0100091
abnormality|epiphysis|middle|phalanx|3rd|toe	HP:0100092
abnormality|epiphysis|proximal|phalanx|3rd|toe	HP:0100093
abnormality|epiphysis|distal|phalanx|4th|toe	HP:0100094
abnormality|epiphysis|middle|phalanx|4th|toe	HP:0100095
abnormality|epiphysis|proximal|phalanx|4th|toe	HP:0100096
abnormality|epiphysis|distal|phalanx|5th|toe	HP:0100097
abnormality|epiphysis|middle|phalanx|5th|toe	HP:0100098
abnormality|epiphysis|proximal|phalanx|5th|toe	HP:0100099
absent|epiphysis|distal|phalanx|2nd|toe	HP:0100100
bracket|epiphysis|distal|phalanx|2nd|toe	HP:0100101
cone-shaped|epiphysis|distal|phalanx|2nd|toe	HP:0100102
enlarged|epiphysis|distal|phalanx|2nd|toe	HP:0100103
fragmentation|epiphysis|distal|phalanx|2nd|toe	HP:0100104
irregular|epiphysis|distal|phalanx|2nd|toe	HP:0100105
ivory|epiphysis|distal|phalanx|2nd|toe	HP:0100106
pseudoepiphysis|distal|phalanx|2nd|toe	HP:0100107
small|epiphysis|distal|phalanx|2nd|toe	HP:0100108
stippling|epiphysis|distal|phalanx|2nd|toe	HP:0100109
triangular|epiphysis|distal|phalanx|2nd|toe	HP:0100110
absent|epiphysis|middle|phalanx|2nd|toe	HP:0100111
bracket|epiphysis|middle|phalanx|2nd|toe	HP:0100112
cone-shaped|epiphysis|middle|phalanx|2nd|toe	HP:0100113
enlarged|epiphysis|middle|phalanx|2nd|toe	HP:0100114
fragmentation|epiphysis|middle|phalanx|2nd|toe	HP:0100115
irregular|epiphysis|middle|phalanx|2nd|toe	HP:0100116
ivory|epiphysis|middle|phalanx|2nd|toe	HP:0100117
pseudoepiphysis|middle|phalanx|2nd|toe	HP:0100118
small|epiphysis|middle|phalanx|2nd|toe	HP:0100119
stippling|epiphysis|middle|phalanx|2nd|toe	HP:0100120
triangular|epiphysis|middle|phalanx|2nd|toe	HP:0100121
absent|epiphysis|proximal|phalanx|2nd|toe	HP:0100122
bracket|epiphysis|proximal|phalanx|2nd|toe	HP:0100123
cone-shaped|epiphysis|proximal|phalanx|2nd|toe	HP:0100124
enlarged|epiphysis|proximal|phalanx|2nd|toe	HP:0100125
fragmentation|epiphysis|proximal|phalanx|2nd|toe	HP:0100126
irregular|epiphysis|proximal|phalanx|2nd|toe	HP:0100127
ivory|epiphysis|proximal|phalanx|2nd|toe	HP:0100128
pseudoepiphysis|proximal|phalanx|2nd|toe	HP:0100129
small|epiphysis|proximal|phalanx|2nd|toe	HP:0100130
stippling|epiphysis|proximal|phalanx|2nd|toe	HP:0100131
triangular|epiphysis|proximal|phalanx|2nd|toe	HP:0100132
abnormality|pubic|hair	HP:0100133
abnormality|axillary|hair	HP:0100134
absent|epiphysis|distal|phalanx|3rd|toe	HP:0100135
bracket|epiphysis|distal|phalanx|3rd|toe	HP:0100136
cone-shaped|epiphysis|distal|phalanx|3rd|toe	HP:0100137
enlarged|epiphysis|distal|phalanx|3rd|toe	HP:0100138
fragmentation|epiphysis|distal|phalanx|3rd|toe	HP:0100139
irregular|epiphysis|distal|phalanx|3rd|toe	HP:0100140
ivory|epiphysis|distal|phalanx|3rd|toe	HP:0100141
pseudoepiphysis|distal|phalanx|3rd|toe	HP:0100142
small|epiphysis|distal|phalanx|3rd|toe	HP:0100143
stippling|epiphysis|distal|phalanx|3rd|toe	HP:0100144
triangular|epiphysis|distal|phalanx|3rd|toe	HP:0100145
absent|epiphysis|middle|phalanx|3rd|toe	HP:0100146
bracket|epiphysis|middle|phalanx|3rd|toe	HP:0100147
cone-shaped|epiphysis|middle|phalanx|3rd|toe	HP:0100148
enlarged|epiphysis|middle|phalanx|3rd|toe	HP:0100149
fragmentation|epiphysis|middle|phalanx|3rd|toe	HP:0100150
irregular|epiphysis|middle|phalanx|3rd|toe	HP:0100151
ivory|epiphysis|middle|phalanx|3rd|toe	HP:0100152
pseudoepiphysis|middle|phalanx|3rd|toe	HP:0100153
small|epiphysis|middle|phalanx|3rd|toe	HP:0100154
stippling|epiphysis|middle|phalanx|3rd|toe	HP:0100155
triangular|epiphysis|middle|phalanx|3rd|toe	HP:0100156
absent|epiphysis|proximal|phalanx|3rd|toe	HP:0100157
bracket|epiphysis|proximal|phalanx|3rd|toe	HP:0100158
cone-shaped|epiphysis|proximal|phalanx|3rd|toe	HP:0100159
enlarged|epiphysis|proximal|phalanx|3rd|toe	HP:0100160
fragmentation|epiphysis|proximal|phalanx|3rd|toe	HP:0100161
irregular|epiphysis|proximal|phalanx|3rd|toe	HP:0100162
ivory|epiphysis|proximal|phalanx|3rd|toe	HP:0100163
pseudoepiphysis|proximal|phalanx|3rd|toe	HP:0100164
small|epiphysis|proximal|phalanx|3rd|toe	HP:0100165
stippling|epiphysis|proximal|phalanx|3rd|toe	HP:0100166
triangular|epiphysis|proximal|phalanx|3rd|toe	HP:0100167
fragmented|epiphyses	HP:0100168
absent|epiphysis|distal|phalanx|4th|toe	HP:0100169
bracket|epiphysis|distal|phalanx|4th|toe	HP:0100170
cone-shaped|epiphysis|distal|phalanx|4th|toe	HP:0100171
enlarged|epiphysis|distal|phalanx|4th|toe	HP:0100172
fragmentation|epiphysis|distal|phalanx|4th|toe	HP:0100173
irregular|epiphysis|distal|phalanx|4th|toe	HP:0100174
ivory|epiphysis|distal|phalanx|4th|toe	HP:0100175
pseudoepiphysis|distal|phalanx|4th|toe	HP:0100176
small|epiphysis|distal|phalanx|4th|toe	HP:0100177
stippling|epiphysis|distal|phalanx|4th|toe	HP:0100178
triangular|epiphysis|distal|phalanx|4th|toe	HP:0100179
absent|epiphysis|middle|phalanx|4th|toe	HP:0100180
bracket|epiphysis|middle|phalanx|4th|toe	HP:0100181
