relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0083521.pdf_563_563_16_16_11_11	TGFB/HP:0009919|Retinoblastoma	{16}	{11}	{The,mechanism,by,which,this,occurs,is,through,competitive,binding,of,retinoblastoma,(,Rb,),and,TGFB,.}	{"— .","matrix anchorage or serum starvation ."}	{"Diminished | d2 enables Rb binding to E2F , thus blocking progression into the S — phase of cell cycling ( free E2F induces S — phase genes ) and inhibiting proliferation .","Subsequently the cells either undergo apoptosis or develop resistance to anoikis ."}	0.552
RELATION_GENEHPOTERM_journal.pone.0079336.pdf_741_741_20_20_27_27	N-myc/HP:0003006|Neuroblastoma	{20}	{27}	{Taguchi,K,",",Yoshida,K,",",Sasaki,F,",",Fujinaga,K,(,1997,),Two,transcription,factors,",",E1AF,and,N-myc,",",correlate,with,the,invasiveness,of,neuroblastoma,cell,lines,.}	{"Benz CC , O’Hagan RC , Richter B , Scott GK , Chang CH , et al. ( 1997 ) HER2 / Neu and the ETS transcription activator PEA3 are coordinately upregulated in human breast cancer .","Oncogene 15 : 1513-1525 ."}	{"JpnJ Cancer Res 88 : 394-400 .","Hiroumi H , Dosaka-Akita H , Yoshida K , Shindoh l \\\\ ’ I , Ohbuchi T , et al. ( 2001 ) Expression of E1AF/PEA3 , an ETS-related transcription factor in human nonsmall-cell lung cancers : its relevance in cell motility and invasion ."}	0.468
RELATION_GENEHPOTERM_journal.pone.0012262.pdf_2025_2025_28_28_42_43	PKP1/HP:0001030|Fragile skin	{28}	{42,43}	{Sprecher,E,",",l,"\\\\",’,Iolho-Pessach,V,",",Ingber,A,",",Sagi,E,",",Indelman,NI,",",et,al.,(,2004,),Homozygous,splice,site,mutations,in,PKP1,result,in,loss,of,epidermal,plakophilin,1,expression,and,underlie,ectodermal,dysplasia,/,skin,fragility,syndrome,in,two,consanguineous,families,.}	{"Boralevi F , Haftek NI , Vabres P , Lepreux S , Goizet C , et al. ( 2005 ) Hereditary mucoepithelial dysplasia : clinical , ultrastructural and genetic study of eight patients and literature review .","BrJ Dermatol 153 : 3104318 ."}	{"J Invest Dermatol 122 : 6474651 .","Cheng X , l \\\\ ’ Iihindukulasuriya K , Den Z , Kowalczyk AP , Calkins CC , et al. ( 2004 ) Assessment of splice variant-specific functions of desmocollin 1 in the skin ."}	0.508
RELATION_GENEHPOTERM_journal.pone.0021651.pdf_140_140_19_19_46_47	EZH2/HP:0003003|Colon cancer	{19}	{46,47}	{To,validate,the,array,data,",",we,analyzed,the,expression,of,5,cancer-associated,genes,",",which,were,induced,by,EZH2,depletion,in,the,transcriptome,analyses,",",by,qRT-PCR,:,J,Dag,],(,Dystroglycan,1,),encoding,an,adhesion,molecule,",",which,is,frequently,underexpressed,in,colon,cancer,[,28,],",",(,ii,),A/IageDI,(,Melanomaassociated,antigen,family,protein-D1,),encoding,an,inhibitor,of,proliferation,and,tumor,cell,invasion,[,29,],",",(,iii,),SDCI,(,Syndecan,1,),",",encoding,a,cell,surface,proteoglycan,that,inhibits,cell,invasion,[,30,],",",(,iv,),Tz,',mp2,(,TIMP,metallopeptidase,inhibitor,2,),",",encoding,an,inhibitor,of,matrix,metalloproteinases,whose,downregulation,correlates,with,the,invasive,potential,of,LoVo,colon,cancer,cells}	{"Functional annotation of the 139 genes by Ingenuity Pathway Analysis revealed that 37 gene products have been associated with cancer ( Table 1 ) .","In regard of the molecular and cellular functions , EZH2 depletion was found to affect several genes involved in the control of cellular development , growth control , cellular movement , and signaling ( Table 1 ) ."}	{"A HCT116 LOVO DLD1","E E E E ‘ E E ."}	0.384
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0004788.pdf_206_206_46_46_58_58_UNSUP	CML/HP:0002665|Lymphoma	{46}	{58}	{EM-2,Human,CML,in,blast,crisis,A,‘,A,‘,—,M,+,HEL,Human,erythroleukemia,0101,+,M,+,JURKAT,Human,T,cell,leukemia,o‘02,—,M,+,K-562,Human,CML,in,blast,crisis,o,‘,o,‘,+,u,+,KCL,—,22,Human,CML,in,blast,crisis,A20,‘,—,M,+,RAJI,Human,Burkitt,lymphoma,o,‘,o,‘,—,M,+}	{"A80 genotyping , expression and methylation analysis of leukemic cell lines .","NAME TYPE GENO EXP METH 5-AZA"}	{"‘ TYPE ’ refers to the cell line type and Origin , ‘ GENO ’ refers to the ABO genotype , ‘ EXP ’ to ABO mRNA expression and ‘ METH ’ to the ABO promoter CpG island methylation status as determined by MS .","— ."}	0.224
RELATION_GENEHPOTERM_journal.pone.0034554.pdf_426_426_28_28_34_34	IL-13/HP:0002099|Asthma	{28}	{34}	{Grunig,G,",",V,"\\\\",’,arnock,l,"\\\\",’,I,",",VVakil,AE,",",Venkayya,R,",",Brombacher,F,",",et,al.,(,1998,),Requirement,for,IL-13,independently,of,IL-4,in,experimental,asthma,.}	{"J Allergy Clin Immunol 120 : 8034812 .","6 ."}	{"Science 282 : 2261 — 2263 .","7 ."}	0.468
RELATION_GENEHPOTERM_SCPDFS_38614.pdf_58_58_8_8_18_19	TGFB/HP:0008222|Female infertility	{8}	{18,19}	{For,example,",",mutations,in,Gdf9,",",a,TGFB,family,member,expressed,only,in,oocytes,",",lead,to,female,infertility,in,the,mouse,[,9,],.}	{"Genes responsible for the appropriate development and maturation of germ cells in females and males are in some cases identical ; for example , the pituitary hormone LH is critical for both oogenesis and spermatogenesis [ 2 ] .","In many other cases , as illustrated by mouse knockout models with defects speciﬁc to male or female infertility , the responsible genes differ between males and females ."}	{"Mutations in","14 Weight ( g )"}	0.498
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0097242.pdf_657_657_22_22_24_24_UNSUP	TEM/HP:0001909|Leukemia	{22}	{24}	{decreased,LC3,II,formation,and,p62,degradation,",",which,was,associated,with,a,decreased,number,of,membrane-bound,autophagosomes,",",as,detected,by,TEM,in,leukemia,cells,.}	{"Yang L , Yang NI , Zhang H , VVang Z , Yu Y , et al. ( 2012 ) S100A8-targeting siRNA enhances arsenic trioxide-induced myeloid leukemia cell death by down » regulating autophagy .","Int ] lV1ol lV1ed 29 : 65472 ."}	{"We previously found that Sl00A8 interacts with BECN1 and displaces Bcl-2 [ 14 ] .","In the current study , we found that the ULK1-mAtgl3 complex is required for the interaction between Sl00A8 and BECN1 , which promotes BECN1-PI3KC3 complex formation ."}	0.45
RELATION_GENEHPOTERM_journal.pone.0069409.pdf_381_381_38_38_29_30	CD14/HP:0002140|Ischemic stroke	{38}	{29,30}	{Therefore,",",two,types,of,future,investigations,are,necessary,;,a,follow-up,study,of,post-stroke,patients,for,recurrent,infarction,and,a,cohort,study,of,healthy,elderly,subjects,afﬂicted,by,ischemic,stroke,",",both,of,which,should,focus,on,CD14,“‘,9,“,CD16,*,intermediate,and,CD14,d,‘”,‘,CD16,“,',9,“,non-classical,monocytes,.}	{"However , there are limitations to the present results that must be considered .","Since the study was observational , it is not firmly conclusive whether our findings were causative or a result of PI and SAI ."}	{"Such approaches may pave the way for development of a new treatment strategy for acute ischemic stroke .","Author Contributions"}	0.37
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0061014.pdf_88_88_9_9_0_1_UNSUP	insulin/HP:0000819|Diabetes mellitus	{9}	{0,1}	{Diabetes,mellitus,was,deﬁned,as,being,on,drug,or,insulin,treatment,.}	{"Hypercholesterolaemia was deﬁned as a random total cholesterol of > 5.2 mmol / L or on treatment .","Smoking was divided into current , ex-smoker and never ."}	{"Disability was assessed using the modiﬁed Rankin scale [ 19 ] .","MRI Acquisition Images were acquired using a 1.5-T General Electric Signa HDxt MRI system ( General Electric , Milwaukee , \\\\ / VI , USA ) with a maximum gradient amplitude of 33 mTm_1 and a proprietary head coil ."}	0.868
RELATION_GENEHPOTERM_SCPDFS_19770.pdf_239_239_5_5_10_11	EFEMP2/HP:0100002|Pleural mesothelioma	{5}	{10,11}	{(,C,),Comparison,between,EFEMP2,gene,expression,in,malignant,pleural,mesothelioma,patients,with,or,without,exposure,to,asbestos,.}	{"( A ) Comparison among EFEMP2 gene expression in different histopathological types of malignant pleural mesothelioma .","( B ) Comparison between EFEMP2 gene expression in malignant pleural mesothelioma patients with or without loss of the CDl ( N2A gene ."}	{"R. jagirdar et al. / Gene 517 ( 2013 ) 99-105","3 % , ... up : _ ‘ I 2 ' 5 I I"}	0.298
RELATION_GENEHPOTERM_SCPDFS_24089.pdf_927_927_22_22_19_19	LIM/HP:0001909|Leukemia	{22}	{19}	{A,novel,chromosomal,translocation,t,(,1,;,14,),(,q25,;,q32,),in,pre-B,acute,lymphoblastic,leukemia,involves,the,LIM,homeodomain,protein,gene,",",Lhx4,.}	{"14 , 1235-1245 .","Kawamata , N. , Sakajiri , S. , Sugimoto , K.J. , Isobe , Y. , Kobayashi , H. , Oshimi , K. , 2002 ."}	{"Oncogene 21 , 4983-4991 .","Keri , R.A. , Nilson , J.H. , 1996 ."}	0.368
RELATION_GENEHPOTERM_SCPDFS_37218.pdf_88_88_11_11_5_5	EMD/HP:0001909|Leukemia	{11}	{5}	{Aldrich,),and,1000,U/ml,Leukemia,inhibitory,factor,(,LIF,;,EMD,Millipore,",",Billerica,",",MA,),.}	{"Products , West Sacramento , CA ) , 0.1 mM non — essential amino acids ( Life Technologies ) , 2 mM GlutaMax I ( Life Technologies ) , 1 mM sodium pyruvate ( Life Technologies ) , 100 U/ml penicillin and 0.1 mg/ml streptomycin ( SigmaAldrich , St. Louis , Mo ) , 0.1 mM 2 — mercaptoethanol ( Sigma .","— ."}	{"To determine the best serum lot for mESC culture , several different serum lots from a few different companies were tested by plating mESCs at a low density under 15 or 30 % serum conditions .","Although three serum lots contributed to the results presented in this manuscript due to the duration of the study , heterogeneity in the expression of the Oct3/4 reporter was consistently observed ."}	0.344
RELATION_GENEHPOTERM_journal.pone.0029064.pdf_1082_1082_26_26_30_30	SOCS-3/HP:0001548|Overgrowth	{26}	{30}	{Usenko,T,",",Eskinazi,D,",",Correa,PN,",",Amato,D,",",Ben,~,David,Y,",",et,al.,(,2007,),Overexpression,of,SOCS-2,and,SOCS-3,genes,reverses,erythroid,overgrowth,and,IGF,-1,hypersensitivity,‘,of,primary,polycythemia,vera,(,PV,),cells,.}	{"Chun J , Shapovalova Z , Dejgaard SY , Presley JF , 1\\\\/Ielancon P ( 2008 ) Characterization of class I and II ADP-ribosylation factors ( Arfs ) in live cells : GDP-bound class II Arfs associate with the ER ~ Golgi intermediate compartment independently of GBF1 .","1\\\\/Iol Biol Cell 19 : 348843500 ."}	{"Leuk Lymphoma 48 : 134F146 .","Hookha_m NIB , Elliott J , Suessmuth Y , Staerk J , VVard AC , et al. ( 2007 ) The myeloproliferative disorder-associated JAK2 V617F mutant escapes negative regulation by suppressor of cytokine signaling 3 ."}	0.598
RELATION_GENEHPOTERM_journal.pone.0070142.pdf_402_402_7_7_22_22	SR/HP:0003074|Hyperglycemia	{7}	{22}	{N1cAlister,FA,",",1,"\\\\",’,Iajumdar,SR,",",Blitz,S,",",Rowe,BH,",",RomneyJ,(,2005,),The,relation,between,hyperglycemia,and,outcomes,in,"2,471",patients,admitted,to,the,hospital,with,community,~,acquired,pneumonia,.}	{"J Exp Nled 183 : 9494958 .","24 ."}	{"Diabetes Care 28 : 8104815 .","25 ."}	0.47
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0045464.pdf_305_305_25_25_13_13_UNSUP	SNRNP200/HP:0000501|Glaucoma	{25}	{13}	{Although,none,of,the,clinical,and,histopathological,reports,available,for,any,type,of,glaucoma,elucidates,the,pathogenesis,of,glaucoma,in,relation,to,RP,",",whether,SNRNP200,p.,Q885E,is,associated,angle-closure,glaucoma,calls,for,further,attention,.}	{"Kershaw CJ , Barrass JD , Beggs JD , O’Keefe RT ( 2009 ) l \\\\ ’ Iutations in the U5 snRNA result in altered splicing of subsets of pre-mRNAs and reduced stability of Prp8 .","RNA 15 : 12924304 ."}	{"In conclusion , we identiﬁed a new missense mutation c. 2653C > G ( p. Q885E ) in exon 20 of SNRNP200 , which is the seventh mutation site identiﬁed in SNRNP200 that is associated with adRP .","Our work expands the mutation spectrum of SNRNP200 and contributes to elucidating the molecular pathogenesis of core spliceosomal components related to adRP ."}	0.776
RELATION_GENEHPOTERM_journal.pone.0046001.pdf_223_223_33_33_42_43	IGF2/HP:0012125|Prostate cancer	{33}	{42,43}	{Acetylation,of,EGR1,by,p300,has,been,reported,to,increase,the,protein,levels,of,EGR1,",",to,stimulate,expression,of,cell,growth,and,survival,genes,such,as,FGF2,",",PDGFB,",",TGFBI,and,IGF2,",",and,hence,plays,a,crucial,role,in,prostate,cancer,[,"15,18",],.}	{"After 1 h incubation with cyclohexamide , signiﬁcantly more EGR1 protein was present in the MAML1-expressing cell line compared to control cells ( Figure 3D ) .","Thus , we suggest that MAML1 may be involved in regulating the stability of EGR1 , possibly by increasing the acetylation of EGR1 ."}	{"As EGR1 is expressed at high levels in prostate cancer and also certain renal cancers [ 2l ,22 ] , it remains to be investigated whether p300-dependent acetylation of EGR1 affects the expression of EGR1 target genes or plays a role in the development of renal cancer .","The N — terminus of MAML1 cooperates with EGR1 during transcriptional activation The MAML1 protein contains various domains , which are important for protein interactions and the function of MAML1 ( see schematic in Figure 4A ) ."}	0.496
RELATION_GENEHPOTERM_SCPDFS_20735.pdf_274_274_0_0_15_16	CGH/HP:0000968|Ectodermal dysplasia	{0}	{15,16}	{CGH,and,p63,—,mutations,analysis,",",to,patients,with,split,—,hand/foot,malformation,and/or,ectodermal,dysplasias,.}	{"The phenotypic characteristics associated with these two distinct genetic aberrations , commonly related to the same functional development pathway , show the clinical complexity of these heterogeneous disorders and highlight the necessity to apply different diagnostic strategies , including array .","— ."}	{"Further contributions of molecular analysis to new patients will allow us to progress in elucidating the genetic basis of many of these clinically or functionally related disorders which may be important for future therapeutic options and genetic counseling .",References}	0.492
RELATION_GENEHPOTERM_journal.pone.0004038.pdf_213_213_28_28_18_18	DBL/HP:0002045|Hypothermia	{28}	{18}	{We,found,that,leptin,deficiency,was,epistatic,to,NE,deﬁciency,;,in,contrast,to,the,slow,and,modest,hypothermia,observed,in,fasted,Db/2,—,/,—,mice,",",DBL,MUT,mice,were,able,to,respond,to,a,fast,with,a,true,torpor,bout,.}	{"— .","/ mouse from entering fastinginduced torpor ."}	{"Further , we have found in a preliminary","40 Control"}	0.502
RELATION_GENEHPOTERM_journal.pone.0027889.pdf_522_522_33_33_38_39	p53/HP:0012191|B-cell lymphoma	{33}	{38,39}	{Hiraga,J,",",Kinoshita,T,",",Ohno,T,",",Nlori,N,",",Ohashi,H,",",et,al.,(,2006,),Promoter,hypermethylation,of,the,DNA,~,repair,gene,O6-methylguanine-DNA,methyl,»,transferase,and,p53,mutation,in,diffuse,large,B-cell,lymphoma,.}	{"Park TJ , Han SU , Cho YK , Paik VVK , Kim YB , et al. ( 2001 ) 1\\\\/Iethylation of O ( 6 ) - methylguanine-DNA methyltransferase gene is associated significantly with K ~ ras mutation , lymph node invasion , tumor staging , and disease free survival in patients with gastric carcinoma .","Cancer 92 : 2760 — 2768 ."}	{"IntJ Hematol 84 : 248 — 255 .","Ahuja N , Li Q 1\\\\/Iohan AL , Baylin SB , Issa JP ( 1998 ) Aging and DNA methylation in colorectal mucosa and cancer ."}	0.576
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0055820.pdf_32_32_33_33_28_28_UNSUP	c-Myc/HP:0002665|Lymphoma	{33}	{28}	{B-cell-speciﬁc,Moloney,murine,leukemia,virus,insertion,site,1,(,Bmil,),is,a,member,of,the,Polycomb,group,family,of,proteins,that,was,initially,found,to,induce,murine,lymphoma,formation,upon,cooperation,with,c-Myc,[,"2,3",],.}	{"It is the fourth leading cause of cancer death per year in the United States and eighth worldwide with an expected incidence of 43,920 cases in 2012 in the United States alone [ 1 ] .","Despite advances in our understanding of this disease , the molecular events underlying the development and progression of pancreatic cancer are still largely unknown and may hold the key to the development of more efficacious and novel therapeutic strategies ."}	{"The oncogenic modulation of Bmil has been further elucidated in several aspects of cell proliferation and development .","Bmil has been shown to play a critical role in cell cycle regulation by acting as a transcriptional repressor of the INK4a/ARF locus [ 4,5 ] ."}	0.7
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0046529.pdf_72_72_0_0_27_29_UNSUP	RARA/HP:0004836|Acute promyelocytic leukemia	{0}	{27,28,29}	{RARA,is,produced,by,t,(,l5,;,l7,),(,q22,;,q2l,),",",and,is,found,only,in,the,hematopoietic,cells,of,patients,with,acute,promyelocytic,leukemia,(,APL,),.}	{"The fusion gene PML .","— ."}	{"When PML .","— ."}	0.592
RELATION_GENEHPOTERM_journal.pone.0029290.pdf_360_360_18_18_29_30	LRP6/HP:0012125|Prostate cancer	{18}	{29,30}	{Although,it,is,unclear,whether,LRP6,is,up-regulated,in,prostate,cancer,",",we,have,recently,demonstrated,that,the,LRP6,antagonist,Mesd,markedly,inhibited,"\\\\",Nnt,/,B-catenin,signaling,in,prostate,cancer,PC-3,cells,",",and,suppressed,PC-3,cell,proliferation,in,vitro,and,tumor,growth,in,viva,[,"42,43",],.}	{"Our results support the concept that LRP6 is a promising therapeutic target for breast cancer including TNBC .","Accumulated evidence has demonstrated a signiﬁcant role for Wnt/B-catenin signaling in the development and progression of human prostate cancer [ 3 ] ."}	{"In the present study , we found niclosamide inhibited the proliferation of prostate cancer PC-3 and DU145 cells with IC50 values less than 1 LLIVI , which are comparable to those shown to suppress LRP6 expression and the activities of Wnt/B-catenin signaling in prostate cancer cells .","Together , these ﬁndings suggest that LRP6 is a potential therapeutic target for prostate cancer ."}	0.5
